_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
11,Recreation,Infrastructure,Bearskin Lake First Nation,Bearskin Lake Community Beach and Pavillion,Planning,2023,"To renovate and expand the existing two (2) beaches in Bearskin Lake to encourage use as a gathering place for community members. Remove brush, clean up existing beach area, and add a pavilion, picnic tables, commercial garbage cans, and potentially washroom facilities at each of the two beach sites. Foster through development of the beaches the use of the area as a cultural and gathering place for Bearskin Lake.Design of the beach areas. Construction of a 16 x 30 ft pavilion at each beach (2).Clearing, clean-up, granular, and paving at each beach.Purchase and install of picnic tables, commercial garbage receptacles, and benches at each of the sites.Will serve the entire on-reserve population of Bearskin Lake (500 people) as well as any visitors to the community to use the beach area as a cultural and community gathering palce. Will also serve as a recreation facility for the community, and especially to the children of Bearskin Lake.",,,Northwest,160 Alcona Drive,P8T1A3,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61149/canada-and-ontario-invest-in-improved-community-cultural-and-recreational-facilities-in-first-nation-5,53.916,-90.972
12,Recreation,Infrastructure,Belleville,YMCA Centre for Life,Planning,September 2025,"Improve access and support inclusion Positively impact community members health and well-being, there is a lack services and facilities to meet today and tomorrow's growth. Connect services & build community- Represents good value for money, strengthen service delivery, share costs & resources, allowing more direct funds available for program delivery.   Support healthcare services to alleviate the stress and save costs on our current system. (See Page 5 Business Case Form)Build a 60,000 sq. ft. YMCA Centre for Life that is a multi-purpose, health, sports and recreation facility. It will bring together social and heath service organizations to improve each organization's sustainability and reduce duplication of services. It will reduce silos and associated operational costs while breaking down accessibility barriers such as transportation. Aligning with the City's strategic plan, it will establish sufficient infrastructure capacity to support Belleville's growth.The YMCA serves 3200 members today and by year two in the new facility, it estimates serving 7-8K members. Quinte Vocational Support Service currently serves 50-60 people with disabilities, each day. In the new facility, it is estimated that 90-100 people will receive daily support services. With Volunteer Information Quinte being co-located in the facility, their meaningful volunteer opportunities are also expected to increase which will benefit over 275 social services agencies in Belleville.","Once complete, the new YMCA Centre for Life will enable the YMCA of Central East Ontario and its partners to increase access to fitness, recreation, and community services for Belleville residents and those in the Quinte region. The facility will provide greater access to modern and affordable recreation and community services, while creating a welcoming and respectful space for all members of the community.",Hastings,East,123 Aylmer Street South,K9J3H8,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000272/canada-and-ontario-partner-with-the-ymca-of-central-east-ontario-to-invest-over-224-million-in-the-ymca-centre-for-life-in-belleville,44.1606,-77.4032
13,Recreation,Infrastructure,Brampton,The Rose – Accessibility and Efficiency Upgrades,Planning,December 2026,"The project will enhance the accessibility of The Rose and increase efficiency of operations:Increase accessibility for audiences and artistsProvide operational efficiency through automation of manual tasks and implementation of technology to reduce time and effort required for current processesDecrease energy usage through transition to LED technologyScope: accessibility audit; climb-assist railings (upper balcony); replace a portion of the current fixed seating with removable seating; installation of emergency alarms in public washrooms; addition of door operators and washroom renovation (dressing room level) ; purchase a wheelchair lift; lighting upgrades to LED (stage/building lighting); automation of the current rigging system (currently manual operation) ;upgrade the video infrastructure from analog to digital using fiber optics.Increase access for guests with physical disabilities for greater participation as a member of the audience or as a an artist. Increase efficiency of operations by reducing time, labour and energy.","Once complete, the project will enhance the accessibility of The Rose for both audiences and artists, and increase operational efficiency by reducing the time and labour required to present events and programming.",Peel,Central,2 Wellington St W,L6Y4R2,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61086/canada-and-ontario-invest-in-performing-arts-theatre-in,43.68715176,-79.76015451
14,Recreation,Infrastructure,Brampton,Chinguacousy Wellness Centre Renovations,Complete,March 2023,"To renovate an existing centre;To make an existing centre more accessible;To improve drainage system in an existing centreThis project will include renovations that will make a current facility more accessible to all users, increase the lifespan of all wet-floor areas, improve current drainage system, and redo tilingWithin a 2.5km radius, there are 5500 people. However, this project will service all of City of Brampton, which has a population of over 600,000 people.", Improved accessibility and user experience.,Peel,Central,2 Wellington St W,L6Y4R2,,0,Yes,Yes,Yes,,,43.74913,-79.74267
15,Recreation,Infrastructure,Brampton,Construction of Youth Hub - South Fletchers,Planning,2022,"To provide a safe space for youth to complete homework, participate in programming, and spend their time;Create a space designated for youth in low-income communities;Provide workshops and services for youthThe current space houses multiple smaller rooms, the majority of which would be removed to allow for an open concept space more conducive to group activities. One to three smaller rooms would remain to allow for individual consultation when needed. The addition of 400square feet to the current area is also being considered.This youth hub will be accessible to over 162,000 youth in Brampton (Stats Canada, 2016). Various programs, services and resources will be accessible to all youth in the City of Brampton. With a bus stop right next to the facility, this Youth Hub will be accessible to users not only in the immediate community, but also across the City of Brampton.",,Peel,Central,2 Wellington St W,L6Y4R2,,0,Yes,Yes,Yes,,,43.6527,-79.73595
16,Recreation,Infrastructure,Brantford,Kitchen Renovation,Planning,2022,"Renovate and expand 30 year old kitchenUpgrade lighting, plumbing, electrical, cabinets, counters, flooring, appliances, fixtures, etc.Improve and create efficient and effective working/teaching layoutImprove and enhance accessibilityUpgrade to meet building codes and AODA requirementsSpace provides Club's ability to engage more children & youth in skill development programsSpace provides opportunities for greater community usage and/or partnerships Reduce risks to staff and Club membersDesign Development (define scope of work, develop material palette, develop/finanlize design) Contract Documents (develop architectural specifications, coordinate with consult team, review & revise)Bidding & Quotation (develop documents & build permit application, issue final bid document to bidders, review bids)Construction Administration (select contractor, shop drawings, material review, monthly review meetings)Close Out & Warrantee (review close-out docs, occupancy letter, warrantee)Currently we provide over 10,500 meals & 48,000 snacks annually and have 200 children engaged in knowledge/skill development programs, within our existing space.Renovations, expansion and upgrades will improve and support the Clubs ability to increase food provision numbers (e.g. expansion of dinner program), knowledge/skill development opportunities (e.g. number of children/youth space able to accomodate) and potential community partnerships/relationships (post-secondary institutions).",Improved and enhanced facility.,Brant,Southwest,2 Edge Street,N3T6H1,,0,Yes,Yes,Yes,,,43.12069,-80.27185
17,Recreation,Infrastructure,Brock,Sunderland Memorial Arena & Community Centre Renovation and  Expansion Project,Planning,July 2025,"To renovate and expand the facility to ensure this important community hub is available to serve Sunderland, Brock Township and the surrounding areas for years to come.To bring the Facility up to a contemporary standard for continued use of residents of all ages,abilities and genders. To accommodate existing and new community activities including hockey,figure skating,ringette,sledge hockey and lacrosse as well as other recreation programs,concerts,public meetings,community events & fairs.Undertake works to make building fully accessible and to accommodate sledge hockey.Expansion of building to include: 6 new dressing rooms,community use room, storage and ice resurfacer room.Replacement of concrete pad, expansion of ice surface to regulation size,updated refrigeration system, and reconfigured seating around rink.Renovation of existing lobby area and dressing rooms to create larger lobby and new food booth. Renovation of second floor auditorium to create heated viewing space.The Sunderland Memorial Arena & Community Centre Restoration and Expansion Project will benefit the community of Sunderland and the entire Township of Brock. The current population of Brock is 12,500 and is forecasted to grow to 14,000 by 2031. The project will also serve all of Durham Region (population of 685,000) since it will be the only arena in the Region purpose-built to accommodate sledge hockey for para-athletes.In addition,this facility is the only Evacuation Centre within Sunderland.",,Durham,Central,1 Cameron Street/Rue East/Est,L0E1E0,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario,44.264,-79.068
18,Recreation,Infrastructure,Brockton,Accessible Washroom & Equipment Storage for Soccer Recreational Facility,Planning,2023,"To meet a community need and service gap. The soccer field was completed in 2015 without permanent washroom facilities and  lacks washrooms that are much neededTo provide accessibility at this sports facilityTo provide clean drinking water and shade for sports participants and spectatorsTo create an energy-efficient, low maintenance asset that will represent good dollar valueTo align with our 25-year Sustainable Strategic Plan – 2013Contractors will be selected through a competitive, best value tender. A building outfitted with washrooms and sports equipment storage, with provision for a future snack bar will be constructed. It will have two regular washroom stalls and one accessible washroom stall (men’s and women’s), sinks, motion-sensitive taps and lighting, and a water station. Plumbing, water, and electrical will be installed. Following site clean-up and final inspection, it will be commissioned for public use.A 1,583.05 sq. ft. washroom, storage building - constructedOver 600 players and supporters will have washrooms, clean drinking water, a sun-shade, and future snack barA priority identified in the Municipality's Recreation and Leisure Services Master Plan - completedStage two of development at the Soccer Fields (Planned Action for 2013-2018)- completedA successful project that aligns with the intent of Brockton’s Sustainable Strategic Plan ‘Building a Better Brockton’ – completed",,Bruce,Southwest,100 Scott Street/Rue,N0G2V0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.140191,-81.13812
19,Recreation,Infrastructure,Burlington,Downtown Civic Square Revitization,Planning,June 2026,"Rebuild this public space to  Achieve current AODA (Accessibility of Ontario Disabilities Act) requirements Build an inclusive space for people of all ages and abilities Support changing community needs Demonstrate how successful public spaces can be built with an environmental (low impact design) approachMake City Hall a welcoming, community gathering and event/program spaceReplacement of existing pavement and stairs with a new fully accessible surface (without any barriers)Upgraded outdoor electrical system to support community programming, major festivals, small events and casual use of the public spaceReplacement of old decorative fountain with a new interactive water feature that is appealing for all agesNew tree planting with underground structural cells to support healthy tree canopy growthNew site furniture  & upgraded outdoor mechanical systemContinuation of existing uses and programs of this public space e.g. flag raising ceremonies, children's festival, Sound of MusicNew uses and programming opportunities e.g. Christmas Market, Local Food Market, Winterfest Event , Festival of LightsThis upgraded space will facilitate the safe movement of people of all ages and abilitiesThis upgrade will support tourism and improve quality of public realmThis update will support a safe community gathering location","This investment will support the City of Burlington's efforts to make the Civic Square an accessible, safe and inclusive gathering and event space where festivals and community programming can be offered to all residents and visitors.",Halton,Central,"426 Brant Street,PO Box 5013",L7R3Z6,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61078/canada-and-ontario-invest-in-renewal-of-the-civic-square-for-burlington-residents,43.32568,-79.79836
20,Recreation,Infrastructure,Caledon,"Caledon Public Library Branch Renovation to Create a Maker, Media, and Innovation Lab",Planning,2023,"To re-imagine and refurbish an existing, but underutilized, library branch, making best use of the current facility and footprint.To expand core library services to provide technologies, currently unavailable elsewhere in Caledon,  in support of making, learning, innovation and entrepreneurship.To better bridge the digital divide, ensuring that all in Caledon have access to services, connectivity and technologies that they could not otherwise access and/or afford.A proposed budget of $304,680 will support the refurbishment of an existing branch of 3175 sq. ft.  This transition from a traditional library branch to a new service model will address a current gap in services and will include a maker space, meeting and training rooms, a recording studio, and spaces for co-working and connecting.  The Library's Master Plan Survey (2016) found that 66% of respondents considered these services to be an important element of a new or renovated library building.Adjacent to a major highway and a growing area of Caledon, the unique services at this branch will draw users from across Caledon's population of 77,000.  A refurbished branch will act as a destination, expanding the reach of the current model well beyond the immediate neighbourhood. Specific communities served will include entrepreneurs, small business owners, job seekers, students, artists and those who work from home - notably those located in rural areas with limited access to connectivity.",,Peel,Central,150 Queen Street South,L7E1E3,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61048/30-bundle-en,43.74373,-79.83351
21,Recreation,Infrastructure,Caledon,Mayfield Recreation Complex - Infrastructure Improvements,Planning,2023,"Repair the aquatic facility foundation including cement, waterproofing and drainageInstall controls on pool heater equipment to create efficiencies during off hoursRejuvinate and increase showers available in arena change roomsReplace benching and hangers in the pool and arenaReplace the main lobby flooringThe project will involve the excavation, repair and upgrade of the foundation arena surrounding the aquatics facility at this shared use complex. A digital control system will be added to the pool heater to allow temperature set backs and energy savings on off hours. The arena change room showers will be improved and expanded. Benches and equipment hangers will be added to the arena and pool. Flooring will be replaced in main lobby.The project will increase the service life of the foundation of the aquatic facility. It will increase energy efficiency and lifespan of the pool heaters. This project will also increase client comfort during facility use through upgrades to the flooring, benches and equipment hangers.",,Peel,Central,6311 Old Church Road,L7C1J6,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,43.775059,-79.78377
22,Recreation,Infrastructure,Caledon,Rehabilitation of Caledon Trailway Bridges,Planning,2023,"Rehabilitate four existing pedestrian bridges on the Caledon Trailway to improve accessibility and maintain safetyInvest in active transportation infrastructure and outdoor recreation opportunitiesCombine multiple pedestrian bridge rehabilitations into a single project to gain efficiencies and economies of scaleThe scope of the project involves rehabilitation of four pedestrian bridges along the Caledon Trailway. The scope for each bridge is as follows:Olde Base Line Bridge: Repair concrete abutment walls, replace bearing seats, replace all timber framing, decking, and railingsHuronontario Bridge: Repairs and preventative maintenance. Mill Lane Bridge: Replace all timber framing, decking, and railings. Duffy's Lane Bridge: Replace all timber framing, decking, and railings.The Caledon Trailway is experienced by 80,000 - 100,000 users each year. It acts as an active transportation link to from east to west across Caledon, directly connecting the five Villages of Terra Cotta, Cheltenham, Inglewood, Caledon East, and Palgrave. This rehabilitation project will maintain safe, accessible, and consistent community access to the Trailway.",,Peel,Central,6311 Old Church Road,L7C1J6,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,43.81218,-79.930896
23,Recreation,Infrastructure,Callander,Camp Tillicum Renewal Project,Complete,May 2022,"In order to ensure that Camp Tillicum continues to serve as a key resource for youth, the Rotary Club recognizes that the property itself must be renovated and revitalized.Replace the dilapidated recreation hall with new multi-purpose facility.Update the grounds to ensure safety and longevity.With this project, Camp Tillicum will continue to be a destination centre for youth-oriented programs, education, and personal development.Improve appearance and function by: Demolish old recreation hall.Rebuild new facility that is accessible and safe.Remove any existing safety hazards on grounds.Clearly label all buildings.Camp Tillicum serves the children of the North Bay Area. Through our partnership with the YMCA we have been able to introduce the camp experience to numerous children (around 500 Camper Days per summer). Many of these children wouldn't have had the opportunity to  take part in a summer camp if not for Tillicum, due to financial constraints. Many children who attend the Camp are financially assisted through the YMCA (details provided by YMCA in attached document).",The improvements will allow Camp Tillicum to keep providing important recreational programs and services to children in the North Bay area.,Parry Sound,Northeast,PO Box 242,P1B8H2,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61239/canada-and-ontario-invest-in-improved-community-and-recreational-infrastructure-in-north-bay-callander-and-powassan,46.2061,-78.4896
24,Recreation,Infrastructure,Cambridge,"Renovation and Rehabilitation of Chaplin Family YMCA, Cambridge",Planning,November 2026,"Improve energy efficiency, reduce operating and repair costs, reduce structure and systems risk and failure, and increase comfort levels through:Replacement of pool air handling Replacement of end of life exterior stucco envelope componentReplacement of end of life rooftop AHUsReplacement of end of life boilerUpgrade to LED lighting in pool area not yet upgradedAs a Not-for-profit, the YMCA will invest resources saved through reduced operating and capital costs gained through renovation and rehabilitation efficiencies into direct program and service delivery to its participants.Modernizing and updating capital assets will extend lifespan and reduce the risk of failure, which could lead to safety issues and or service interruption in delivery of recreational services to the community.Improves energy efficiency, thereby reducing environmental impact.For 160 years, we have provided accessible, inclusive, and proactive opportunities for personal growth and involvement helping build a stronger, healthier, more vibrant community. Renovations/Rehabilitation of Chaplin YMCA will improve recreation experiences for:8,000 members, 4,000 day users, 2,000 day camp participantsParticipants of all ages, abilities, demographicsFamily memberships make up 55% of all members Individuals with low income, 25% of members receive financial subsidy",,Waterloo,Southwest,250 Hespeler Rd,N1R3H3,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000049/residents-of-cambridge-to-benefit-from-improvements-to-community-infrastructure,43.38598,-80.32179
25,Recreation,Infrastructure,Cavan-Monaghan,Rehabilitation of the historically designated Old Millbrook School,Planning,August 2024,"Upgrading accessibility of heritage building that contains our Library, Early ON Center (daycare) & other cultural and social services.Optimization of a 140 year old community hub & cultural facility located in downtown Millbrook (main urban center) by upgrading accessible doors, replacing old windows with energy efficient alternatives and installation of new ventilation systemReplace roof with energy efficient alternativeEnsure sustainability of a long standing cultural facilityReplacing existing battery operated accessible doors with electric connection.  Replacing existing windows with energy efficient alternatives. Installation of air exchangers in the facility including air conditioning.   Optimization of the asset to repair damaged walls, floors & doors.  Replace roof with energy efficient long term sustainable alternative.Enhancing dedicated space currently used by service groups, such as; Library, Early ON Center (non profit daycare), Community Policing, Garden Club, Millbrook Foodshare, Peterborough Social Services & others for community space.  Providing year round access to cultural and social services to all municipal residents, in excess of 8,600.",,Peterborough,East,988 County,L0A1G0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario,44.15042,-78.443989
