_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
36,Health care,Health,Hamilton,Hamilton Health Sciences - Hamilton Redevelopment,Planning,January 2036,The project involves the redevelopment and expansion of the hospital's Juravinski site.  This project will replace and upgrade components of the hospital's existing infrastructure including extensive renovations and construction of a new patient care tower.,"Replacement of aging infrastructure, increase in number of beds and expansion of hospital programs.",Hamilton,Central,699 Concession St,L8V 5C2,,0,,Yes,,Yes,,43.571792,-79.60856
37,Health care,Health,Hamilton,De dwa da dehs nyes Aboriginal Health Centre - Phase 1: Biindigen Indigenous Well-Being Centre,Planning,January 2026,Redevelopment of a former school builiding into a healthcare and social services facility.," The Centre will allow for the centralization of primary health programs, using a mult-service delivery model, and provide complementary and culturally sensitive services.",Hamilton,Central,678 Main St E.,L8M 1K2,,0,,Yes,,Yes,,43.24903,-79.84298657
38,Health care,Health,Hamilton,De dwa da dehs nyes Aboriginal Health Centre - Phase 1: Biindigen Redevelopment Early Works,Planning,May 2025,This project will includes the demolition of the existing building on site and preparation of the site for new construction.,Preparation of site for future new facility.,Hamilton,Central,678 Main St E.,L8M 1K2,,0,,Yes,,,,43.24903,-79.84298657
39,Health care,Health,Hamilton,Hamilton Urban Core Community Health Centre - Relocation Project,Under construction,August 2024,Construction of a new purpose-built facility in Hamilton for the CHC. ,"This project will improve the quality of clinical services, allow for program expansion and improve access to mental health and addiction services.",Hamilton,Central,181 Main St W.,L8L 4S1,,"$17,362,900",,Yes,,Yes,,43.25608486,-79.84854793
40,Health care,Health,Hamilton,St Joseph's Healthcare Hamilton - St. Joseph's Villa Reactivation Care Centre,Planning,December 2025,na,na,Hamilton,Central,56 Governors Rd,L9H 5G7,,0,,Yes,,Yes,,43.26211273,-79.95808907
41,Health care,Health,Hamilton,Hamilton Health Sciences Corp - ED Renovations,Planning,October 2027,"This project involves the renovation and expansion of the Emergency Department at Hamilton General Hospital site.  The project will expand the Emergency Department into vacant adjacent space, adding approximately 3000 sq. ft. of space.  Construction will take place in 4 phases.  ","The project will increase space and improve infection control, and enhance patient/staff safety .  The renovations will also improve the efficiency of patient flow through the Emergency Department.   ",Hamilton,Central,237 Barton St E,L8L 2X2,,0,,Yes,,Yes,,43.26482429,-79.85546794
42,Health care,Health,Hamilton,St Joseph's Healthcare Hamilton - Charlton Site - Psychiatric Emergency Services Expansion,Planning,December 2025,na,na,Hamilton,Central,50 Charlton Ave E,L8N4A6,,0,,Yes,,Yes,,43.25283455,-79.87309125
43,Health care,Health,Hawkesbury,Hopital General de Hawkesbury and District General Hospital - Renovation and Expansion,Complete,December 2020,"New construction and renovations to create expanded space, services and technology","Expanded services (e.g. emergency, intensive care, diagnostic imaging, complex continuing care) and new units (e.g. acute mental health, operating room)",Prescott and Russell,East,1111 Ghislain St,K6A 3G5,,"$146,530,420",,Yes,,Yes,http://www.infrastructureontario.ca/Hawkesbury-District-General-Hospital/,45.599498,-74.607557
44,Health care,Health,Kawartha Lakes,Ross Memorial Hospital - Heating Plant and Emergency Power upgrades,Planning,March 2025,na,na,Kawartha Lakes,East,10 Angeline St N,K9V 4M8,,0,,Yes,,Yes,,44.35392389,-78.75086697
45,Health care,Health,Kenora,Waasegiizhig Nanaandawe'iyewigamig Health Access Centre - Redevelopment Project,Planning,January 2026,The project includes relocation and redevelopment to consolidate two sites into one new building in Kenora. ,"The project will allow for program expansion, and allow for multiple program or site aggregation. The project addresses chronic diseases management and access to mental health & addiction services.",Kenora,Northwest,212 4th Ave S.,P9N 1Y9,,0,,Yes,,,,49.7651494,-94.48761896
46,Health care,Health,Kincardine,South Bruce Grey Health Centre - Kincardine Site Redevelopment,Planning,June 2026,"Renovations and expansion to the emergency department, radiation decontamination/treatment room, diagnostic imaging and lab, as well as major infrastructure upgrades",Improved access to health care services for area residents,Bruce,Southwest,"21 McGivern Street West, P.O. Box 1300",N2Z 1G6,,0,,Yes,,Yes,,44.12215681,-81.15304603
47,Health care,Health,Kingston,New Providence Care Hospital,Complete,November 2016,Major redevelopment project,"Bringing mental health, rehabilitation and complex continuing care (e.g. geriatrics) into one location, with 270 inpatient beds",Frontenac,East,King St W,K7L 5A2,,0,,Yes,,Yes,http://www.infrastructureontario.ca/Providence-Care-Hospital/,44.220901,-76.517605
48,Health care,Health,Kingston,Kingston General Hospital - Redevelopment,Planning,February 2030,"The hospital redevelopment includes demolition of old buildings, extensive renovations and new construction.","Improved access to the catheterization laboratory, surgical suites, clinical laboratories, emergency department, neonatal intensive care unit, labour and delivery suite, and inpatient unit.",Frontenac,East,"76 Stuart St, Kingston",K7L 2V7,,0,,Yes,,Yes,,44.224605,-76.492877
49,Health care,Health,Kingston,Kingston Health Sciences Centre - Belleville Satellite Dialysis Unit Renovation,Planning,October 2026,na,na,Frontenac,East,"76 Stuart St, Kingston",K7L 2V7,,0,,Yes,,Yes,,44.224605,-76.492877
50,Health care,Health,Kingston,Kingston Health Sciences Centre - Kingston Offsite Dialysis Unit,Planning,August 2026,na,na,Frontenac,East,"76 Stuart St, Kingston",K7L 2V7,,0,,Yes,,Yes,,44.224605,-76.492877
51,Health care,Health,Kitchener,Grand River Hospital - Kitchener Waterloo Site Restructuring,Complete,March 2014,"Restructuring renovation and new construction project and upgrades to the intensive care unit, operating rooms and diagnostic imaging and ambulatory care departments.","Expanded acute adult mental health as well as up to 12 new beds for the  child and adolescent inpatient mental health program, ",Waterloo,Southwest,835 King St W,N2G 1G3,,"$64,581,893",,Yes,,Yes,,43.456239,-80.512077
52,Health care,Health,Kitchener,St Mary's General Hospital - Cardiac Catheterization Lab Expansion Project,Planning,July 2025,na,na,Waterloo,Southwest, 911 Queen's Blvd,N2M 1B2,,0,,Yes,,Yes,,43.43834977,-80.50173886
53,Health care,Health,London,St. Joseph's Health Care (London) - Parkwood Mental Health,Complete,December 2014,Parkwood / St. Thomas Mental Health,"New Brownfield facility at Parkwood site for longer-term mental health and at St. Thomas site for forensics. Parkwood Site: up to 156 beds in operation at opening; clinical programs, clinical support services, food and nutrition, education and learning, patient and family services, main pharmacy.  St. Thomas Site: up to 89 beds proposed; forensic psychiatric services, clinical support services, food and nutrition services, education and learning, patient and family services, satellite pharmacy.",Middlesex,Southwest,268 Grosvenor St,N6A 3N3,,"$1,090,049,817",,Yes,,Yes,,43.00086,-81.254367
54,Health care,Health,London,London Health Sciences Centre - Stem Cell Transplant Unit Expansion,Planning,January 2028,"Renovations to the stem cell transplant unit, logistical and support areas, associated spaces including inpatient pharmacy and ambulatory clinics and co-location of inpatient and transplant day unit areas.","Expansion of stem cell therapy capacity, and the creation of new outpatient and chemotherapy pharmacy spaces and expanded outpatient clinics.",Middlesex,Southwest,800 Commissioners Rd E,N6A 5W9,,0,,Yes,,Yes,,42.960931,-81.225729
55,Health care,Health,London,London Intercommunity Health Centre - Dundas Street Retro-Fit Leasehold Improvement Project,Planning,October 2027,This retrofit project will consolidate programs and services from 2 sites into one renovated building. ,"The project will address aging and inadequate infrastructure to support the delivery of primary care, chronic disease management, diabetes education, and  counselling services.",Middlesex,Southwest,1700 Dundas St Unit 1,N5W 3C9,,0,,Yes,,,,43.00282441,-81.18683482
56,Health care,Health,London,London Health Sciences Centre - Ambulatory Surgical Centre Expasion Phase 2,Planning,July 2025,na,na,Middlesex,Southwest,746 Baseline Rd E,N6C5Z2,,0,,Yes,,Yes,,42.96243674,-81.22763755
57,Health care,Health,Madawaska Valley,St Francis Memorial Hospital - Emergency Department Redevelopment,Planning,November 2025,na,na,Renfrew,East,7 St Francis Memorial Dr,K0J1B0,,0,,Yes,,Yes,,45.48213287,-77.69464306
58,Health care,Health,Manitoulin,Noojmowin Teg Health Centre Expansion,Complete,September 2016,"4,400 sq. ft.-addition to replace temporary buildings","New space for traditional healers, a traditional healing lodge and health care professionals.",Manitoulin,Northeast,48 Hillside Dr,P0P 1K0,,"$2,363,300",,Yes,,Yes,,45.811014,-81.706657
59,Health care,Health,Marathon,North of Superior Health Care Group (NOSH) - Wilson Memorial General Hospital Site LTC addition - Complex Continuing Care (CCC) Bed Relocation,Under construction,July 2025,na,na,Thunder Bay,Northwest,26 Peninsula Rd,P0T2E0,,"$3,133,600",,Yes,,Yes,,48.71909601,-86.37544639
60,Health care,Health,Markham,Markham Stouffville Hospital Redevelopment,Complete,July 2014,"Renovating and adding a 4-storey addition to the existing facility to accommodate complex continuing care/rehabilitation, critical care, emergency, ambulatory care, maternal child, acute inpatient, mental health and surgical services; associated clinical support services; and administrative services in up-to-date facilities.  ","The redeveloped hospital will accommodate 309 acute and non-acute beds, 101,000 clinic visits and 67,715 ER visits, projected to 2015/16.  ",York,Central,381 Church St,L3P 7P3,,"$350,961,722",,Yes,,Yes,,43.884049,-79.231199
61,Health care,Health,Midland,Georgian Bay General Hospital - Acute Inpatient Mental Health Unit,Planning,May 2028,Construct a new one-storey wing to house a new inpatient mental health unit.,Improved access to a full continuum of mental health services for residents in the area.,Simcoe,Central,1112 St Andrews Dr,L4R 4P4,,0,,Yes,,Yes,,44.741921,-79.911635
62,Health care,Health,Milton,Halton Healthcare Services Corporation - Milton District Hospital Expansion,Complete,April 2017,"Construction of 4-storey patient care building of approximately 330,800 square feet","Supporting clinical programs and expanding services (e.g. critical care, maternal/child, emergency)",Halton,Central,7030 Derry Rd,L9T 7H6,,"$533,566,029",,Yes,,Yes,,43.496768,-79.870012
63,Health care,Health,Milton,Hope Place Centres - Rebuilding Hope Place Centre,Planning,September 2027,Community Health Line,"The Rebuilding Hope Place Centre is a community new build capital project at Hope Place Centres TBD site located in Halton Hills to add incremental new space of 41526 sq.ft. and add new bed capacity. The main purpose of this project is relocation to address lease expiry, to allow for program expansion, and to allow for multiple program or site aggregation. This project aims to improve  quality of clinical services, cost/time efficiency of clinical services, and safety/security. This project addresses  access to mental health & addiction services.",Halton,Central,"9605 Regional Rd 25, Milton, ON ",L9T 2X7,,0,,Yes,,Yes,,43.55764692,-79.93688012
64,Health care,Health,Mississauga,Trillium Health Partners - Credit Valley Hospital - Renovation and Expansion,Complete,August 2018,"Renovations to approximately 187,000 sq. ft. of existing hospital space to address priority clinical programs","Expanded  emergency department, critical care unit, surgical services, and diagnostic imaging department",Peel,Central,2200 Eglinton Ave W,L5M 2N1,,0,,Yes,,Yes,http://www.infrastructureontario.ca/Credit-Valley-Hospital-Priority-Areas-Redevelopment-Project/,43.559283,-79.702419
65,Health care,Health,Mississauga,Trillium Health Partners,Complete,February 2016,"Renovations at the Queensway Health Centre, Mississauga Hospital and Credit Valley Hospital sites.","Renovations to accommodate additional exam rooms, workstations and a meeting room at the Queensway Health Centre, and workstations, meeting rooms and on-call rooms at the Mississauga Hospital and Credit Valley Hospital sites.",Peel,Central,100 Queensway W2200 Eglinton Ave W150 Sherway Dr,L5B 1B8,,0,,Yes,,Yes,,43.6199134156259|43.57286800390054|43.55892035064856,-79.5236437440752|-79.60744680693284|-79.70328238825701
66,Health care,Health,Mississauga,Trillium Hospital Partners - Queensway Health Centre Redevelopment,Planning,December 2028,"The project involves the addition of a new inpatient tower at the Gilgan Family Queensway Health Centre to consolidate the majority of Complex Continuing Care and Rehabilitation services. The new tower will include space for over 350 beds, will have increase capacity for complex care and rehabilitation services.",The project addresses aging infrastructure and adds new space to allow for program and service improvement and expansion. ,Peel,Central,"150 Sherway Dr, Toronto",L5B 1B8,,0,,Yes,,Yes,,,
67,Health care,Health,Mississauga,Trillium Health Partners - Mississauga Hospital Redevelopment,Planning,September 2031,"The project involves the complete redevelopment of the Peter Gilgan Mississauga Hospital site for the expansion and consolidation of acute care services. The project includes a full replacement of the aging hospital at the Mississauga site with over 950 inpatient beds, a new and expanded Emergency Department, an increase in the number of surgical operating rooms, new advanced diagnostic imaging facilities, pharmacy and clinical laboratory.",The project addresses aging infrastructure and adds new space to allow for program and service improvement and expansion. ,Peel,Central,100 Queensway Ave. West,L5B 1B8,,0,,Yes,,Yes,,43.57185423,-79.60759483
68,Health care,Health,Mississauga,Trillium Health Partners - Mississauga Site Phase 1 Parkade Project,Under construction,To Be Determined,na,na,Peel,Central,100 Queensway Ave. West,L5B 1B8,,"$19,764,800",,Yes,,Yes,,43.57185423,-79.60759483
69,Health care,Health,Moosonee,Weeneebayko Area Health Authority - Replacement Facility,Planning,November 2030,"New hospital, and Elder Care Lodge in Moosonee and a new ambulatory care center in Moose Factory.","This project will address aging infrastructure/poor physical condition of existing facilities, by building replacement facilities that will enable the provision of culturally safe health care for clients and patients for residents in Moosonee, Moose Factory, and along the James Bay Coast",Cochrane,Northeast,5 Percy's Way,POL 1Y0,,0,,Yes,,Yes,,51.271185,-80.650871
70,Health care,Health,Moosonee,Weeneebayko Area Health Authority - Regional Safe Room Renovation,Under construction,September 2024,na,na,Cochrane,Northeast,19 Hospital Drive,POL 1W0,,"$2,691,200",,Yes,,Yes,,51.26266187,-80.59311404
71,Health care,Health,Moosonee,Weeneebayko Area Health Authority - Electrical heat Upgrade,Planning,September 2024,na,na,Cochrane,Northeast,5 Percy's Way,POL 1Y0,,0,,Yes,,,,51.271185,-80.650871
72,Health care,Health,Muskoka,Muskoka Algonquin Healthcare - Hospital Redevelopment Projects,Planning,October 2032,The Project will include a phased redevelopment of Muskoka Algonquin Healthcare's two hospital sites in Bracebridge and Huntsville.,"Enhance patient safety, meet modern standards and increase patient access to inpatient, stroke, ambulatory and emergency services.",Muskoka,Central,100 Frank Miller Dr,P1H 1H7,,0,,Yes,,Yes,,45.3269,-79.2168
73,Health care,Health,Niagara Falls,Niagara Health Systems - New South Niagara Hospital & New Welland UCC,Under construction,February 2028,Construction of a new multi-floor general acute care hospital on a greenfield site in South Niagara. The new site will replace four of Niagara Health’s existing sites.,"The project will upgrade aging infrastructure, consolidate services, and add space to allow for new bed capacity and expansion of services.",Niagara,Central,Montrose Rd & Biggar Rd,L2E 6S5,,"$3,291,696,700",,Yes,,Yes,,43.03211,-79.123543
